,image,name,author,book_depository_stars,price,isbn,category,img_paths
7944,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1411/9780141186672.jpg,The Man in the High Castle,Philip K. Dick,3.5,8.77,9780141186672,Crime-Thriller,dataset/Crime-Thriller/0000045.jpg
7945,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751549263.jpg,The Silkworm,Robert Galbraith,4.0,9.38,9780751549263,Crime-Thriller,dataset/Crime-Thriller/0000046.jpg
7946,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472154644.jpg,Where the Crawdads Sing,Delia Owens,4.5,13.66,9781472154644,Crime-Thriller,dataset/Crime-Thriller/0000047.jpg
7947,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444707861.jpg,It,Stephen King,4.0,13.04,9781444707861,Crime-Thriller,dataset/Crime-Thriller/0000048.jpg
7948,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444723441.jpg,Dark Tower I: The Gunslinger,Stephen King,4.0,7.54,9781444723441,Crime-Thriller,dataset/Crime-Thriller/0000049.jpg
7949,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405919463.jpg,Nine Perfect Strangers,Liane Moriarty,3.5,9.41,9781405919463,Crime-Thriller,dataset/Crime-Thriller/0000050.jpg
7950,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3491/9780349142128.jpg,Force of Nature,Jane Harper,4.0,6.66,9780349142128,Crime-Thriller,dataset/Crime-Thriller/0000051.jpg
7951,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5930/9780593078204.jpg,Past Tense,Lee Child,4.0,16.01,9780593078204,Crime-Thriller,dataset/Crime-Thriller/0000052.jpg
7952,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4511/9780451191144.jpg,Atlas Shrugged,Ayn Rand,3.5,9.31,9780451191144,Crime-Thriller,dataset/Crime-Thriller/0000053.jpg
7953,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1411/9780141182575.jpg,In Cold Blood,Truman Capote,4.0,9.11,9780141182575,Crime-Thriller,dataset/Crime-Thriller/0000054.jpg
7954,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5521/9780552170321.jpg,Red Notice,Bill Browder,4.5,10.76,9780552170321,Crime-Thriller,dataset/Crime-Thriller/0000055.jpg
7955,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751563597.jpg,Career of Evil,Robert Galbraith,4.0,9.39,9780751563597,Crime-Thriller,dataset/Crime-Thriller/0000056.jpg
7956,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444758993.jpg,Red Rising,Pierce Brown,4.5,7.91,9781444758993,Crime-Thriller,dataset/Crime-Thriller/0000057.jpg
7957,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784708245.jpg,The Overstory,Richard Powers,4.0,11.33,9781784708245,Crime-Thriller,dataset/Crime-Thriller/0000058.jpg
7958,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7499/9780749942168.jpg,Afterwards,Rosamund Lupton,4.0,5.73,9780749942168,Crime-Thriller,dataset/Crime-Thriller/0000059.jpg
7959,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408886793.jpg,Home Fire,Kamila Shamsie,4.0,8.14,9781408886793,Crime-Thriller,dataset/Crime-Thriller/0000060.jpg
7960,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5521/9780552160964.jpg,I Am Pilgrim,Terry Hayes,4.0,13.71,9780552160964,Crime-Thriller,dataset/Crime-Thriller/0000061.jpg
7961,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7832/9781783290215.jpg,Vicious,V. E. Schwab,4.0,6.87,9781783290215,Crime-Thriller,dataset/Crime-Thriller/0000062.jpg
7962,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3491/9780349116754.jpg,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,4.0,4.83,9780349116754,Crime-Thriller,dataset/Crime-Thriller/0000063.jpg
7963,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141393049.jpg,Nineteen Eighty-Four,George Orwell,4.0,8.07,9780141393049,Crime-Thriller,dataset/Crime-Thriller/0000064.jpg
7964,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5538/9780553811889.jpg,The Visitor,Lee Child,4.0,9.23,9780553811889,Crime-Thriller,dataset/Crime-Thriller/0000065.jpg
7965,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241951446.jpg,A Clockwork Orange,Anthony Burgess,4.0,7.12,9780241951446,Crime-Thriller,dataset/Crime-Thriller/0000066.jpg
7966,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5535/9780553505412.jpg,Die Trying,Lee Child,4.0,9.69,9780553505412,Crime-Thriller,dataset/Crime-Thriller/0000067.jpg
7967,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007136834.jpg,And Then There Were None,Agatha Christie,4.5,7.13,9780007136834,Crime-Thriller,dataset/Crime-Thriller/0000068.jpg
7968,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3565/9780356500157.jpg,The Girl With All The Gifts,M. R. Carey,4.0,7.58,9780356500157,Crime-Thriller,dataset/Crime-Thriller/0000069.jpg
7969,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8041/9780804138338.jpg,Dark Places,Gillian Flynn,4.0,8.78,9780804138338,Crime-Thriller,dataset/Crime-Thriller/0000070.jpg
7970,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471137372.jpg,You,Caroline Kepnes,4.0,8.65,9781471137372,Crime-Thriller,dataset/Crime-Thriller/0000071.jpg
7971,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5538/9780553813449.jpg,Persuader,Lee Child,4.0,9.32,9780553813449,Crime-Thriller,dataset/Crime-Thriller/0000072.jpg
7972,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5521/9780552173148.jpg,The Couple Next Door,Shari Lapena,4.0,9.32,9780552173148,Crime-Thriller,dataset/Crime-Thriller/0000073.jpg
7973,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751554151.jpg,I Let You Go,Clare Mackintosh,4.0,7.99,9780751554151,Crime-Thriller,dataset/Crime-Thriller/0000074.jpg
7974,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5538/9780553813432.jpg,Without Fail,Lee Child,4.0,9.79,9780553813432,Crime-Thriller,dataset/Crime-Thriller/0000075.jpg
7975,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8491/9781849162883.jpg,The Girl With the Dragon Tattoo,Stieg Larsson,4.0,6.71,9781849162883,Crime-Thriller,dataset/Crime-Thriller/0000076.jpg
7976,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5750/9780575097629.jpg,Moon Over Soho,Ben Aaronovitch,4.0,7.89,9780575097629,Crime-Thriller,dataset/Crime-Thriller/0000077.jpg
7977,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5538/9780553813302.jpg,Echo Burning,Lee Child,4.0,9.85,9780553813302,Crime-Thriller,dataset/Crime-Thriller/0000078.jpg
7978,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141029542.jpg,The Reluctant Fundamentalist,Mohsin Hamid,3.5,8.52,9780141029542,Crime-Thriller,dataset/Crime-Thriller/0000079.jpg
7979,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751572865.jpg,Lethal White,Robert Galbraith,4.5,17.58,9780751572865,Crime-Thriller,dataset/Crime-Thriller/0000080.jpg
7980,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7832/9781783295425.jpg,A Gathering of Shadows,V. E. Schwab,4.5,9.41,9781783295425,Crime-Thriller,dataset/Crime-Thriller/0000081.jpg
7981,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8575/9780857526113.jpg,Big Sky,Kate Atkinson,4.0,16.15,9780857526113,Crime-Thriller,dataset/Crime-Thriller/0000082.jpg
7982,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0992/9780099282877.jpg,The Talented Mr Ripley,Patricia Highsmith,4.0,4.79,9780099282877,Crime-Thriller,dataset/Crime-Thriller/0000083.jpg
7983,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751570656.jpg,The Girl in the Ice,Robert Bryndza,4.0,7.3,9780751570656,Crime-Thriller,dataset/Crime-Thriller/0000084.jpg
7984,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405923538.jpg,Unnatural Causes,Dr Richard Shepherd,4.5,9.45,9781405923538,Crime-Thriller,dataset/Crime-Thriller/0000085.jpg
7985,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4511/9780451166890.jpg,The Pillars of the Earth,Ken Follett,4.5,10.62,9780451166890,Crime-Thriller,dataset/Crime-Thriller/0000086.jpg
7986,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751562415.jpg,The Loving Husband,Christobel Kent,3.0,5.61,9780751562415,Crime-Thriller,dataset/Crime-Thriller/0000087.jpg
7987,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3304/9780330485388.jpg,The Lovely Bones,Alice Sebold,4.0,7.5,9780330485388,Crime-Thriller,dataset/Crime-Thriller/0000088.jpg
7988,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143127550.jpg,Everything I Never Told You,Celeste Ng,4.0,10.18,9780143127550,Crime-Thriller,dataset/Crime-Thriller/0000089.jpg
7989,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0082/9780008234164.jpg,The Woman in the Window,A. J. Finn,4.0,14.72,9780008234164,Crime-Thriller,dataset/Crime-Thriller/0000090.jpg
7990,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753827031.jpg,Dark Places,Gillian Flynn,4.0,8.03,9780753827031,Crime-Thriller,dataset/Crime-Thriller/0000091.jpg
7991,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5538/9780553815856.jpg,The Enemy,Lee Child,4.0,9.67,9780553815856,Crime-Thriller,dataset/Crime-Thriller/0000092.jpg
7992,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3077/9780307743688.jpg,The Stand,Stephen King,4.5,12.62,9780307743688,Crime-Thriller,dataset/Crime-Thriller/0000093.jpg
7993,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0620/9780062073488.jpg,And Then There Were None,Agatha Christie,4.5,7.16,9780062073488,Crime-Thriller,dataset/Crime-Thriller/0000094.jpg
7994,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241293867.jpg,10 Minutes 38 Seconds in this Strange World,Elif Shafak,4.0,14.84,9780241293867,Crime-Thriller,dataset/Crime-Thriller/0000095.jpg
7995,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8486/9781848667785.jpg,The Girl in the Spider's Web,David Lagercrantz,4.0,11.12,9781848667785,Crime-Thriller,dataset/Crime-Thriller/0000096.jpg
7996,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5534/9780553418026.jpg,The Martian,Andy Weir,4.5,13.56,9780553418026,Crime-Thriller,dataset/Crime-Thriller/0000097.jpg
7997,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472154651.jpg,Where the Crawdads Sing,Delia Owens,4.5,16.68,9781472154651,Crime-Thriller,dataset/Crime-Thriller/0000098.jpg
7998,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0082/9780008234188.jpg,The Woman in the Window,A. J. Finn,4.0,9.47,9780008234188,Crime-Thriller,dataset/Crime-Thriller/0000099.jpg
7999,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1510/9780151010264.jpg,Animal Farm and 1984,George Orwell,4.5,20.87,9780151010264,Crime-Thriller,dataset/Crime-Thriller/0000100.jpg
8000,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405918510.jpg,The Last Anniversary,Liane Moriarty,3.5,9.27,9781405918510,Crime-Thriller,dataset/Crime-Thriller/0000101.jpg
8001,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5293/9781529355390.jpg,The Institute,Stephen King,4.0,17.8,9781529355390,Crime-Thriller,dataset/Crime-Thriller/0000102.jpg
8002,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141025186.jpg,Extremely Loud and Incredibly Close,Jonathan Safran Foer,4.0,9.5,9780141025186,Crime-Thriller,dataset/Crime-Thriller/0000103.jpg
8003,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473666948.jpg,It,Stephen King,4.0,14.73,9781473666948,Crime-Thriller,dataset/Crime-Thriller/0000104.jpg
8004,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405930208.jpg,Beartown,Fredrik Backman,4.5,9.16,9781405930208,Crime-Thriller,dataset/Crime-Thriller/0000105.jpg
8005,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751572872.jpg,Lethal White,Robert Galbraith,4.5,9.92,9780751572872,Crime-Thriller,dataset/Crime-Thriller/0000106.jpg
8006,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3491/9780349119991.jpg,The Double Comfort Safari Club,Alexander McCall Smith,4.0,6.45,9780349119991,Crime-Thriller,dataset/Crime-Thriller/0000107.jpg
8007,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241968185.jpg,Elizabeth is Missing,Emma Healey,3.5,8.79,9780241968185,Crime-Thriller,dataset/Crime-Thriller/0000108.jpg
8008,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0994/9780099466031.jpg,The Name Of The Rose,Umberto Eco,4.0,6.68,9780099466031,Crime-Thriller,dataset/Crime-Thriller/0000109.jpg
8009,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784701468.jpg,Eileen,Ottessa Moshfegh,3.5,9.12,9781784701468,Crime-Thriller,dataset/Crime-Thriller/0000110.jpg
8010,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5930/9780593078174.jpg,The Midnight Line,Lee Child,4.0,15.8,9780593078174,Crime-Thriller,dataset/Crime-Thriller/0000111.jpg
8011,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8570/9780857056436.jpg,The Girl Who Takes an Eye for an Eye,David Lagercrantz,4.0,8.14,9780857056436,Crime-Thriller,dataset/Crime-Thriller/0000112.jpg
8012,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444759037.jpg,Golden Son,Pierce Brown,4.5,10.98,9781444759037,Crime-Thriller,dataset/Crime-Thriller/0000113.jpg
8013,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099580485.jpg,Wool,Hugh Howey,4.0,11.02,9780099580485,Crime-Thriller,dataset/Crime-Thriller/0000114.jpg
8014,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751570588.jpg,The Gift,Louise Jensen,4.0,8.33,9780751570588,Crime-Thriller,dataset/Crime-Thriller/0000115.jpg
8015,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143119678.jpg,A Discovery of Witches,Deborah Harkness,4.0,10.62,9780143119678,Crime-Thriller,dataset/Crime-Thriller/0000116.jpg
8016,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8573/9780857382696.jpg,Hotel K,Kathryn Bonella,4.0,8.41,9780857382696,Crime-Thriller,dataset/Crime-Thriller/0000117.jpg
8017,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7864/9781786495976.jpg,"My Sister, the Serial Killer",Oyinkan Braithwaite,4.0,12.44,9781786495976,Crime-Thriller,dataset/Crime-Thriller/0000118.jpg
8018,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4515/9780451526342.jpg,Animal Farm,George Orwell,4.0,6.77,9780451526342,Crime-Thriller,dataset/Crime-Thriller/0000119.jpg
8019,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8578/9780857897206.jpg,The Dinner,Herman Koch,3.0,8.66,9780857897206,Crime-Thriller,dataset/Crime-Thriller/0000120.jpg
8020,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241968093.jpg,The Man in the High Castle,Philip K. Dick,3.5,8.42,9780241968093,Crime-Thriller,dataset/Crime-Thriller/0000121.jpg
